Member_number,Date,products,Ratings
3176,25-05-2015,bottled beer,3
2568,22-07-2015,pork,1
1856,26-10-2015,root vegetables,5
3859,30-09-2015,canned beer,4
1668,21-08-2015,citrus fruit,4
4499,23-08-2015,pip fruit,1
1753,21-08-2015,root vegetables,5
3829,25-06-2015,tropical fruit,4
4825,8/1/2015,beef,3
3694,10/11/2015,chicken,4
4147,2/1/2015,citrus fruit,4
2196,9/10/2015,meat,4
2229,22-05-2015,cream cheese ,1
4724,3/9/2015,citrus fruit,4
3066,11/10/2015,specialty bar,5
1120,8/6/2015,meat,4
4769,22-08-2015,citrus fruit,4
4711,17-09-2015,frankfurter,5
2391,22-06-2015,citrus fruit,4
1216,4/3/2015,turkey,2
3154,14-05-2015,citrus fruit,4
3911,30-07-2015,sausage,2
3111,15-10-2015,newspapers,1
1385,26-11-2015,whole milk,2
1158,21-03-2015,yogurt,1
2733,22-07-2015,yogurt,1
4999,26-12-2015,bottled water,4
2882,12/6/2015,berries,5
2590,25-06-2015,packaged fruit/vegetables,1
4249,4/8/2015,frankfurter,5
3012,3/5/2015,nuts/prunes,2
1533,7/11/2015,citrus fruit,4
1667,12/1/2015,beef,3
4323,13-05-2015,whole milk,2
2087,22-02-2015,other vegetables,4
1853,31-05-2015,beef,3
2157,29-10-2015,fish,5
1136,29-10-2015,other vegetables,4
2049,7/10/2015,tropical fruit,4
3122,2/5/2015,coffee,3
2245,15-05-2015,sausage,2
4746,18-10-2015,meat,4
4224,24-02-2015,chicken,4
4219,19-03-2015,berries,5
2641,1/1/2015,frozen meals,1
3173,25-07-2015,whipped/sour cream,4
2191,19-10-2015,beef,3
4212,7/4/2015,chicken,4
1902,1/12/2015,chicken,4
1347,27-03-2015,beef,3
1578,23-06-2015,packaged fruit/vegetables,1
1264,23-11-2015,sugar,2
4632,30-09-2015,frankfurter,5
3452,1/11/2015,berries,5
4822,10/2/2015,bottled water,4
3987,18-06-2015,sausage,2
1672,7/10/2015,whole milk,2
4864,1/12/2015,ice cream,3
3368,9/3/2015,frankfurter,5
1283,22-09-2015,root vegetables,5
4428,28-06-2015,sausage,2
2577,25-10-2015,sausage,2
1973,24-10-2015,beef,3
3284,23-01-2015,fruit/vegetable juice,4
1905,19-05-2015,sugar,2
2226,9/3/2015,berries,5
1932,4/9/2015,yogurt,1
4506,11/8/2015,pork,1
1843,27-11-2015,bottled beer,3
3973,27-07-2015,curd,2
1651,28-07-2015,beef,3
3997,12/10/2015,pork,1
4796,25-08-2015,white bread,5
1245,24-09-2015,grapes,2
3579,17-08-2015,potato products,2
4387,10/2/2015,root vegetables,5
2496,29-06-2015,chicken,4
3590,28-03-2015,chicken,4
2890,26-04-2015,fish,5
1401,27-01-2015,canned beer,4
3297,21-05-2015,other vegetables,4
2867,23-12-2015,chicken,4
1365,20-05-2015,other vegetables,4
2355,24-07-2015,tropical fruit,4
1170,19-03-2015,whole milk,2
3554,21-03-2015,beef,3
4171,26-01-2015,sausage,2
3963,17-09-2015,whole milk,2
3076,8/12/2015,rolls/buns,3
1629,17-05-2015,citrus fruit,4
1366,30-05-2015,whole milk,2
3677,29-07-2015,pastry,2
2844,21-05-2015,tropical fruit,4
4509,28-09-2015,sliced cheese,1
3245,11/5/2015,soda,5
2294,22-06-2015,ham,1
1234,20-11-2015,salty snack,1
3001,24-12-2015,whole milk,2
3587,5/8/2015,root vegetables,5
2700,22-01-2015,soda,5
3838,14-12-2015,curd,2
4045,22-12-2015,bottled water,4
1858,25-04-2015,packaged fruit/vegetables,1
2280,11/1/2015,tropical fruit,4
2454,6/4/2015,ham,1
4437,9/10/2015,pork,1
1685,30-03-2015,beverages,2
2349,26-02-2015,sausage,2
1463,24-12-2015,sausage,2
3470,19-02-2015,root vegetables,5
4914,29-11-2015,whole milk,2
2448,31-08-2015,frankfurter,5
3387,10/5/2015,soda,5
3167,4/11/2015,soda,5
3175,17-03-2015,frankfurter,5
2678,21-09-2015,berries,5
4627,18-12-2015,canned beer,4
1773,17-10-2015,frankfurter,5
3100,23-05-2015,frankfurter,5
3232,29-05-2015,berries,5
3673,12/8/2015,frankfurter,5
4068,19-11-2015,newspapers,1
2340,7/10/2015,frozen fish,2
1930,1/3/2015,tropical fruit,4
3526,2/6/2015,beef,3
1617,10/2/2015,rolls/buns,3
1028,11/7/2015,specialty chocolate,5
4440,1/12/2015,sparkling wine,2
3554,23-07-2015,citrus fruit,4
1632,15-12-2015,onions,1
1429,7/2/2015,whole milk,2
1225,20-05-2015,photo/film,3
2509,15-07-2015,hamburger meat,2
4945,2/8/2015,other vegetables,4
4342,18-03-2015,whole milk,2
1832,28-09-2015,pork,1
1518,21-06-2015,tropical fruit,4
1512,20-09-2015,chicken,4
4818,20-03-2015,other vegetables,4
4686,19-08-2015,sausage,2
4986,1/2/2015,whole milk,2
2755,6/2/2015,rolls/buns,3
4532,29-11-2015,hygiene articles,1
2070,16-08-2015,ice cream,3
1894,9/5/2015,curd,2
3473,25-01-2015,whole milk,2
2140,28-09-2015,onions,1
3286,23-12-2015,finished products,3
4729,8/4/2015,salt,5
3204,20-02-2015,tropical fruit,4
1574,18-04-2015,other vegetables,4
3361,22-07-2015,chocolate,5
1776,25-02-2015,ice cream,3
2009,11/10/2015,tropical fruit,4
3479,24-03-2015,frankfurter,5
2394,22-11-2015,butter,4
1337,25-12-2015,other vegetables,4
3574,13-06-2015,tropical fruit,4
1727,18-07-2015,citrus fruit,4
1016,5/10/2015,UHT-milk,2
4326,21-01-2015,beef,3
2212,22-09-2015,curd,2
1990,1/8/2015,citrus fruit,4
3836,6/12/2015,yogurt,1
4560,1/7/2015,bottled beer,3
1119,4/2/2015,grapes,2
1379,18-05-2015,pork,1
1658,3/9/2015,sausage,2
2948,16-06-2015,frankfurter,5
1273,4/5/2015,artif. sweetener,2
1155,27-12-2015,frankfurter,5
1672,5/2/2015,pip fruit,1
3841,2/4/2015,frankfurter,5
1683,20-08-2015,whole milk,2
1774,7/8/2015,domestic eggs,3
4441,17-06-2015,packaged fruit/vegetables,1
1929,2/5/2015,chicken,4
1273,31-01-2015,pork,1
2920,11/10/2015,citrus fruit,4
2467,18-04-2015,light bulbs,2
2678,28-11-2015,cream cheese ,1
3423,2/6/2015,sausage,2
4223,19-07-2015,citrus fruit,4
2846,23-09-2015,other vegetables,4
4103,26-07-2015,chicken,4
4789,2/5/2015,ice cream,3
4916,26-02-2015,pork,1
2518,3/5/2015,pork,1
2622,7/3/2015,onions,1
4321,29-01-2015,tropical fruit,4
2050,28-06-2015,whipped/sour cream,4
2146,20-06-2015,berries,5
3938,26-05-2015,berries,5
1636,19-09-2015,rolls/buns,3
4694,29-07-2015,ice cream,3
2432,7/7/2015,coffee,3
4937,18-05-2015,whole milk,2
1293,1/3/2015,whole milk,2
2883,17-02-2015,citrus fruit,4
2267,30-01-2015,beef,3
3997,9/6/2015,pork,1
4792,20-07-2015,turkey,2
2292,25-03-2015,margarine,3
1018,23-05-2015,butter milk,5
4922,13-02-2015,beef,3
3151,25-09-2015,bottled water,4
2517,4/7/2015,pip fruit,1
1499,17-05-2015,whole milk,2
4993,21-01-2015,chocolate,5
1606,11/11/2015,frankfurter,5
2918,10/8/2015,whole milk,2
1815,13-01-2015,sausage,2
4524,5/7/2015,grapes,2
1395,11/6/2015,brown bread,4
3456,16-06-2015,root vegetables,5
1597,5/2/2015,UHT-milk,2
2315,2/5/2015,onions,1
4095,29-09-2015,beef,3
3680,24-11-2015,pork,1
2847,23-11-2015,canned beer,4
3426,25-10-2015,yogurt,1
4750,4/8/2015,yogurt,1
1384,9/8/2015,pip fruit,1
3120,9/8/2015,meat,4
1081,25-04-2015,coffee,3
1171,5/5/2015,bottled water,4
4932,8/7/2015,bottled beer,3
4189,11/9/2015,sausage,2
4455,9/9/2015,shopping bags,3
2928,11/2/2015,pork,1
4817,18-03-2015,frankfurter,5
4257,28-06-2015,ice cream,3
4254,20-07-2015,root vegetables,5
4071,19-09-2015,sausage,2
2109,28-10-2015,sausage,2
1412,5/7/2015,root vegetables,5
4088,23-09-2015,canned vegetables,1
4056,20-10-2015,tropical fruit,4
4441,5/5/2015,grapes,2
4363,1/7/2015,whole milk,2
2107,27-11-2015,frankfurter,5
2941,23-02-2015,dessert,2
1497,26-07-2015,shopping bags,3
2211,1/1/2015,butter,4
3510,2/1/2015,frankfurter,5
4074,27-05-2015,pork,1
3190,21-11-2015,whole milk,2
2297,1/3/2015,brown bread,4
3311,1/7/2015,frozen fish,2
3085,21-01-2015,soda,5
3693,16-11-2015,whole milk,2
4859,7/7/2015,pork,1
2125,25-06-2015,whipped/sour cream,4
2261,4/4/2015,frankfurter,5
3679,27-11-2015,grapes,2
4165,18-08-2015,sausage,2
3538,1/3/2015,citrus fruit,4
3913,19-02-2015,ham,1
2336,14-04-2015,chewing gum,3
3549,1/8/2015,beef,3
4434,21-09-2015,beef,3
2854,8/2/2015,other vegetables,4
3413,8/2/2015,frankfurter,5
1780,13-10-2015,canned fish,2
2899,6/9/2015,sausage,2
2106,13-08-2015,bottled water,4
3929,30-07-2015,specialty cheese,4
3857,1/10/2015,bottled water,4
4459,18-12-2015,bottled water,4
4551,28-07-2015,chicken,4
4042,17-12-2015,frankfurter,5
2599,6/5/2015,chicken,4
1045,25-11-2015,chicken,4
4677,24-01-2015,butter,4
1580,14-06-2015,citrus fruit,4
3269,7/10/2015,whipped/sour cream,4
4368,29-01-2015,frankfurter,5
1111,20-11-2015,beef,3
4841,13-09-2015,chicken,4
3047,7/9/2015,sausage,2
4349,14-03-2015,citrus fruit,4
3580,24-11-2015,ice cream,3
2370,18-07-2015,specialty chocolate,5
3094,28-06-2015,frankfurter,5
1146,12/9/2015,pork,1
2287,16-12-2015,UHT-milk,2
3911,23-08-2015,UHT-milk,2
4891,19-04-2015,cookware,1
4837,2/12/2015,citrus fruit,4
4464,21-10-2015,sausage,2
2940,18-10-2015,frankfurter,5
4972,6/2/2015,citrus fruit,4
4890,3/7/2015,ham,1
4295,17-07-2015,ham,1
2729,24-09-2015,bottled water,4
1125,19-11-2015,popcorn,2
1850,11/1/2015,tropical fruit,4
2928,22-09-2015,frankfurter,5
3717,30-05-2015,hamburger meat,2
3809,24-03-2015,soda,5
3437,2/2/2015,sausage,2
1481,17-01-2015,yogurt,1
1050,4/5/2015,meat,4
2918,16-03-2015,red/blush wine,5
4499,8/8/2015,UHT-milk,2
4117,6/1/2015,brown bread,4
1630,22-05-2015,semi-finished bread,1
3715,11/5/2015,whole milk,2
3512,17-11-2015,cat food,4
1197,27-04-2015,citrus fruit,4
3958,4/3/2015,citrus fruit,4
4890,14-09-2015,meat,4
3112,19-05-2015,rolls/buns,3
4502,22-11-2015,root vegetables,5
4719,1/6/2015,tropical fruit,4
1516,28-01-2015,brown bread,4
4281,18-10-2015,shopping bags,3
1566,30-04-2015,grapes,2
4641,29-11-2015,ham,1
2561,26-02-2015,root vegetables,5
2344,17-12-2015,ice cream,3
2643,21-04-2015,tropical fruit,4
3236,9/4/2015,finished products,3
4863,30-12-2015,dessert,2
2264,12/1/2015,sparkling wine,2
3168,20-03-2015,other vegetables,4
1282,18-11-2015,misc. beverages,5
2832,2/11/2015,other vegetables,4
3067,27-11-2015,misc. beverages,5
1847,17-04-2015,dessert,2
3525,14-02-2015,frankfurter,5
1231,14-10-2015,sausage,2
3471,28-03-2015,meat,4
2421,22-11-2015,sausage,2
4092,14-06-2015,onions,1
1577,16-03-2015,beef,3
3463,13-06-2015,pip fruit,1
3518,1/8/2015,ham,1
4325,14-10-2015,yogurt,1
4947,18-11-2015,citrus fruit,4
2194,11/1/2015,other vegetables,4
2868,20-03-2015,pork,1
3211,30-09-2015,bathroom cleaner,1
4537,1/1/2015,ham,1
2243,15-09-2015,grapes,2
2399,21-01-2015,pastry,2
4133,22-01-2015,citrus fruit,4
2937,17-06-2015,photo/film,3
1029,14-03-2015,dessert,2
4384,22-09-2015,citrus fruit,4
3756,22-07-2015,soda,5
1646,19-06-2015,chewing gum,3
3066,30-11-2015,root vegetables,5
1259,27-11-2015,pork,1
2245,28-01-2015,turkey,2
3289,1/3/2015,tropical fruit,4
3742,22-08-2015,sausage,2
4537,9/4/2015,sausage,2
4531,29-09-2015,pork,1
3764,5/10/2015,sausage,2
1581,13-08-2015,grapes,2
2859,11/2/2015,grapes,2
2175,6/3/2015,other vegetables,4
1301,3/11/2015,pot plants,5
3465,1/11/2015,bottled water,4
2203,27-06-2015,prosecco,3
2113,16-08-2015,UHT-milk,2
3072,26-01-2015,bottled water,4
2805,17-08-2015,rolls/buns,3
2511,14-07-2015,specialty chocolate,5
2120,26-01-2015,beef,3
2346,24-04-2015,tropical fruit,4
2071,14-10-2015,beef,3
2610,26-02-2015,rolls/buns,3
3489,18-11-2015,berries,5
3458,13-08-2015,sausage,2
4869,6/2/2015,chicken,4
2580,11/4/2015,sausage,2
3305,24-06-2015,shopping bags,3
3811,24-06-2015,canned beer,4
1782,16-08-2015,soda,5
3050,7/4/2015,yogurt,1
4924,14-09-2015,rolls/buns,3
1480,21-11-2015,rolls/buns,3
3508,15-08-2015,whole milk,2
2545,18-11-2015,citrus fruit,4
3638,6/6/2015,citrus fruit,4
3971,30-12-2015,brown bread,4
4536,6/4/2015,tropical fruit,4
2707,12/6/2015,frankfurter,5
1382,29-09-2015,coffee,3
4648,14-09-2015,ham,1
2699,18-04-2015,other vegetables,4
3119,5/2/2015,sausage,2
4695,9/9/2015,pork,1
4778,24-08-2015,citrus fruit,4
3451,26-04-2015,tropical fruit,4
2221,16-12-2015,other vegetables,4
4217,23-11-2015,pork,1
1334,7/6/2015,chicken,4
2499,22-11-2015,root vegetables,5
3585,21-07-2015,citrus fruit,4
3161,8/11/2015,fruit/vegetable juice,4
2434,6/6/2015,beef,3
4448,6/1/2015,frankfurter,5
4597,13-07-2015,frankfurter,5
4584,9/10/2015,beef,3
1606,10/3/2015,ham,1
3323,12/11/2015,shopping bags,3
1308,14-03-2015,pork,1
1331,7/10/2015,condensed milk,2
2386,30-01-2015,chicken,4
3910,28-02-2015,sausage,2
4274,1/8/2015,bottled beer,3
3101,21-01-2015,chicken,4
4416,23-12-2015,finished products,3
2375,9/12/2015,pork,1
1819,9/9/2015,root vegetables,5
3981,2/10/2015,domestic eggs,3
3553,1/6/2015,domestic eggs,3
3846,28-01-2015,bottled water,4
3037,23-02-2015,cling film/bags,1
3469,9/2/2015,other vegetables,4
1601,9/12/2015,whole milk,2
4040,3/3/2015,sausage,2
3926,7/6/2015,sausage,2
4201,14-10-2015,tropical fruit,4
4274,30-09-2015,frankfurter,5
2665,13-04-2015,frozen potato products,2
3153,8/10/2015,frankfurter,5
2691,7/9/2015,frankfurter,5
4022,31-07-2015,chicken,4
3716,10/11/2015,tropical fruit,4
4537,12/10/2015,bottled beer,3
4875,11/6/2015,citrus fruit,4
3822,25-09-2015,hamburger meat,2
3609,12/12/2015,chicken,4
4428,23-08-2015,pork,1
3947,16-04-2015,rolls/buns,3
2448,17-08-2015,bottled water,4
2688,11/4/2015,sausage,2
3764,24-07-2015,frozen potato products,2
4523,24-08-2015,frankfurter,5
3698,30-08-2015,sausage,2
3898,21-08-2015,tropical fruit,4
1761,2/10/2015,bottled beer,3
2689,11/1/2015,bottled beer,3
1627,11/4/2015,rolls/buns,3
4629,16-11-2015,citrus fruit,4
2790,30-12-2015,yogurt,1
4496,23-01-2015,turkey,2
1934,27-02-2015,soda,5
2513,12/2/2015,canned beer,4
3298,28-01-2015,canned beer,4
4214,20-03-2015,sausage,2
2480,14-08-2015,pork,1
4962,29-03-2015,Instant food products,3
3960,20-06-2015,frankfurter,5
2074,23-01-2015,oil,3
2625,3/10/2015,chicken,4
1557,4/8/2015,beef,3
2007,28-08-2015,dessert,2
2120,7/10/2015,pork,1
4289,8/9/2015,curd,2
2356,31-01-2015,chicken,4
4301,30-09-2015,whipped/sour cream,4
2950,7/2/2015,frankfurter,5
2263,2/7/2015,frankfurter,5
3186,25-11-2015,liver loaf,1
2655,1/7/2015,pork,1
1491,18-06-2015,frankfurter,5
2069,10/2/2015,pork,1
3012,20-09-2015,pork,1
2681,24-02-2015,soda,5
4144,6/11/2015,root vegetables,5
3919,7/10/2015,whipped/sour cream,4
2777,1/6/2015,chocolate,5
4119,9/5/2015,whole milk,2
3597,23-06-2015,pork,1
2110,15-05-2015,coffee,3
3523,19-04-2015,rolls/buns,3
3364,14-09-2015,citrus fruit,4
3759,8/9/2015,citrus fruit,4
4014,15-11-2015,soda,5
3140,27-08-2015,cream cheese ,1
2787,24-06-2015,soda,5
2525,16-11-2015,chicken,4
2555,5/12/2015,frozen fish,2
2419,7/4/2015,sausage,2
4257,21-08-2015,beef,3
4267,16-06-2015,ham,1
2364,8/9/2015,chicken,4
4008,4/5/2015,herbs,5
1231,28-06-2015,grapes,2
1651,6/5/2015,tropical fruit,4
1371,11/5/2015,frankfurter,5
2501,9/9/2015,onions,1
1467,2/5/2015,sausage,2
1015,4/5/2015,citrus fruit,4
4697,10/2/2015,hamburger meat,2
2727,30-09-2015,frankfurter,5
3592,10/6/2015,sausage,2
1279,19-07-2015,root vegetables,5
1708,2/4/2015,oil,3
2305,5/1/2015,canned beer,4
3294,3/7/2015,newspapers,1
4147,16-09-2015,pip fruit,1
3850,3/9/2015,coffee,3
1624,22-12-2015,red/blush wine,5
3023,6/5/2015,onions,1
2771,26-08-2015,frankfurter,5
1144,1/4/2015,meat,4
3938,18-05-2015,whole milk,2
4180,7/9/2015,dessert,2
1053,9/7/2015,hamburger meat,2
2671,27-07-2015,chewing gum,3
2001,9/9/2015,bottled water,4
2095,29-09-2015,beverages,2
3245,8/12/2015,whole milk,2
4878,18-04-2015,citrus fruit,4
3489,9/3/2015,tropical fruit,4
3300,25-07-2015,cat food,4
3090,14-02-2015,whole milk,2
4441,18-02-2015,soda,5
1242,18-05-2015,sausage,2
1190,11/6/2015,root vegetables,5
1983,6/7/2015,berries,5
1872,24-08-2015,other vegetables,4
4291,9/12/2015,sausage,2
4400,11/12/2015,beverages,2
1628,5/2/2015,chicken,4
1345,21-03-2015,whole milk,2
2732,2/4/2015,sausage,2
3410,29-10-2015,ham,1
1920,9/2/2015,whole milk,2
3241,20-09-2015,root vegetables,5
2962,26-04-2015,citrus fruit,4
2492,10/4/2015,frankfurter,5
2416,5/11/2015,ice cream,3
1538,8/3/2015,sausage,2
3801,23-10-2015,root vegetables,5
3202,29-09-2015,ham,1
4471,28-02-2015,coffee,3
4939,14-10-2015,citrus fruit,4
2575,13-03-2015,pot plants,5
4419,23-12-2015,other vegetables,4
4217,1/12/2015,whole milk,2
1968,10/1/2015,zwieback,2
3084,12/8/2015,chicken,4
4807,18-06-2015,butter,4
4781,22-11-2015,ham,1
2432,6/10/2015,whole milk,2
2951,5/9/2015,citrus fruit,4
1452,9/5/2015,ham,1
1603,23-07-2015,canned beer,4
4727,21-11-2015,frankfurter,5
4751,19-11-2015,chicken,4
4296,24-01-2015,frankfurter,5
2555,11/11/2015,bottled beer,3
1416,20-06-2015,other vegetables,4
1919,18-08-2015,frozen potato products,2
2069,2/7/2015,chicken,4
4509,23-07-2015,sausage,2
4864,22-07-2015,canned beer,4
1575,4/1/2015,yogurt,1
2969,28-09-2015,frozen meals,1
4301,20-12-2015,canned fruit,2
3855,2/12/2015,butter,4
3202,16-04-2015,yogurt,1
2167,14-03-2015,citrus fruit,4
4148,7/1/2015,meat,4
2517,28-01-2015,root vegetables,5
2840,24-03-2015,frankfurter,5
1212,19-06-2015,tropical fruit,4
2735,1/6/2015,yogurt,1
1212,31-07-2015,root vegetables,5
1324,26-03-2015,yogurt,1
2431,29-06-2015,oil,3
4526,8/6/2015,citrus fruit,4
1662,12/6/2015,beef,3
3802,15-10-2015,citrus fruit,4
2532,8/1/2015,dessert,2
1316,26-03-2015,curd,2
2304,1/7/2015,bottled water,4
1955,13-02-2015,sausage,2
2243,31-01-2015,herbs,5
3859,3/8/2015,dog food,2
3156,2/8/2015,packaged fruit/vegetables,1
4605,23-10-2015,frankfurter,5
1864,27-09-2015,finished products,3
4102,13-05-2015,oil,3
4835,22-05-2015,curd,2
1668,14-03-2015,herbs,5
3130,2/5/2015,sausage,2
1110,20-11-2015,whole milk,2
2240,7/7/2015,sausage,2
4647,17-02-2015,soda,5
3872,7/2/2015,whole milk,2
3184,24-10-2015,root vegetables,5
4623,8/7/2015,sugar,2
2111,25-02-2015,cream cheese ,1
3068,19-06-2015,other vegetables,4
4533,21-05-2015,frozen fruits,4
3926,30-06-2015,whipped/sour cream,4
1605,18-06-2015,yogurt,1
4468,15-06-2015,pork,1
2041,24-09-2015,grapes,2
3835,11/5/2015,whole milk,2
3601,3/2/2015,sausage,2
2307,29-06-2015,canned beer,4
1767,18-04-2015,meat,4
4251,21-12-2015,soda,5
1365,2/11/2015,bottled beer,3
1665,11/4/2015,whole milk,2
2447,25-06-2015,chicken,4
4825,5/9/2015,pip fruit,1
4844,23-02-2015,pork,1
3319,3/3/2015,oil,3
2536,7/11/2015,whole milk,2
1857,10/8/2015,pip fruit,1
4133,27-07-2015,root vegetables,5
2128,20-06-2015,ham,1
1793,24-09-2015,ice cream,3
3445,15-02-2015,sausage,2
2041,17-07-2015,detergent,2
1178,23-03-2015,oil,3
2080,21-04-2015,tropical fruit,4
1928,17-09-2015,photo/film,3
2884,8/5/2015,UHT-milk,2
3532,25-01-2015,meat,4
1892,20-11-2015,grapes,2
2880,3/11/2015,liver loaf,1
2033,14-02-2015,beef,3
3176,17-01-2015,root vegetables,5
3768,16-01-2015,pork,1
3404,7/12/2015,butter milk,5
3891,22-11-2015,brown bread,4
2974,26-12-2015,herbs,5
3831,7/3/2015,newspapers,1
1924,2/3/2015,brandy,3
4182,21-08-2015,pastry,2
1811,24-05-2015,beverages,2
1283,13-11-2015,UHT-milk,2
2154,15-03-2015,cream cheese ,1
4543,23-10-2015,rolls/buns,3
4642,3/12/2015,rolls/buns,3
2360,18-02-2015,rolls/buns,3
3231,31-03-2015,sausage,2
1356,8/9/2015,hard cheese,2
4895,10/8/2015,canned beer,4
3390,1/12/2015,canned beer,4
4495,6/3/2015,citrus fruit,4
1202,22-04-2015,yogurt,1
1811,23-09-2015,yogurt,1
4996,20-02-2015,salty snack,1
3291,2/8/2015,tropical fruit,4
1878,27-11-2015,citrus fruit,4
1483,27-06-2015,rolls/buns,3
4683,23-09-2015,whipped/sour cream,4
4386,8/9/2015,citrus fruit,4
4825,15-11-2015,butter milk,5
2549,13-05-2015,other vegetables,4
4965,11/10/2015,canned beer,4
3251,10/9/2015,soda,5
4932,20-11-2015,tropical fruit,4
3986,23-07-2015,coffee,3
1616,19-01-2015,ham,1
1239,2/7/2015,whipped/sour cream,4
4993,9/2/2015,citrus fruit,4
2762,18-12-2015,dessert,2
1035,8/9/2015,whole milk,2
4717,16-05-2015,canned beer,4
4662,17-11-2015,rolls/buns,3
4267,10/10/2015,fish,5
3500,18-01-2015,meat,4
4866,21-08-2015,sausage,2
2492,18-06-2015,other vegetables,4
1044,9/2/2015,tropical fruit,4
2070,19-12-2015,baby cosmetics,3
3761,6/8/2015,citrus fruit,4
1145,7/10/2015,tropical fruit,4
3324,6/6/2015,spices,3
4455,26-12-2015,sausage,2
3465,30-07-2015,sausage,2
3940,16-01-2015,beef,3
4934,31-10-2015,canned beer,4
3793,22-01-2015,canned beer,4
2956,2/12/2015,rolls/buns,3
3662,20-07-2015,whole milk,2
3755,14-04-2015,root vegetables,5
4173,11/5/2015,yogurt,1
3353,6/3/2015,onions,1
2193,3/9/2015,hamburger meat,2
2086,2/6/2015,napkins,3
1570,20-03-2015,other vegetables,4
1233,31-07-2015,chicken,4
4647,30-01-2015,meat,4
3178,3/1/2015,rolls/buns,3
2765,4/9/2015,butter,4
4221,4/1/2015,sausage,2
4265,12/12/2015,rolls/buns,3
3532,26-05-2015,other vegetables,4
1967,3/9/2015,frankfurter,5
3474,25-02-2015,newspapers,1
4075,5/1/2015,turkey,2
1551,11/5/2015,onions,1
4609,7/11/2015,whole milk,2
1975,26-09-2015,yogurt,1
4859,9/9/2015,whipped/sour cream,4
1502,31-10-2015,frozen vegetables,4
1901,21-04-2015,citrus fruit,4
4487,20-07-2015,onions,1
3364,29-06-2015,sausage,2
2537,14-10-2015,other vegetables,4
4719,22-08-2015,frankfurter,5
2348,11/12/2015,domestic eggs,3
4294,3/12/2015,rolls/buns,3
3774,12/1/2015,bottled beer,3
2250,15-10-2015,waffles,1
3034,7/5/2015,condensed milk,2
1799,7/8/2015,canned beer,4
1278,7/11/2015,meat,4
2837,22-04-2015,whole milk,2
3056,15-08-2015,liver loaf,1
2447,15-10-2015,frankfurter,5
1452,27-10-2015,chicken,4
4838,31-01-2015,frankfurter,5
4822,4/7/2015,pip fruit,1
2571,2/5/2015,root vegetables,5
4310,27-02-2015,pip fruit,1
